         564678 function calls (551003 primitive calls) in 1.105 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 __init__.py:230(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 base.py:2872(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 pytester.py:1568(LineMatcher)
        1    0.000    0.000    0.000    0.000 <frozen os>:808(getenv)
        1    0.000    0.000    0.000    0.000 subtests.py:72(SubtestReport)
        1    0.000    0.000    0.000    0.000 argparsing.py:31(Parser)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:319(LFPlugin)
        3    0.000    0.000    0.000    0.000 __init__.py:428(_discover_resolvers)
       23    0.000    0.000    0.000    0.000 config.py:884(inner)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        8    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 selectn.py:57(SelectN)
        1    0.000    0.000    0.000    0.000 python.py:254(PyobjMixin)
        3    0.000    0.000    0.000    0.000 main.py:353(_is_debugger)
        1    0.000    0.000    0.000    0.000 code.py:1249(ExceptionRepr)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:21(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
       21    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
        3    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
        1    0.000    0.000    0.000    0.000 sessions.py:357(Session)
       43    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 integer.py:223(Int8Dtype)
        1    0.000    0.000    0.000    0.000 argparse.py:1367(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 tmpdir.py:41(TempPathFactory)
        1    0.000    0.000    0.000    0.000 xml.py:58(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 _http_client.py:32(_BaseHTTPClient)
        1    0.000    0.000    0.000    0.000 getlimits.py:354(iinfo)
        1    0.000    0.000    0.000    0.000 thread.py:122(ThreadPoolExecutor)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 _calamine.py:36(CalamineReader)
        1    0.000    0.000    0.000    0.000 connection.py:603(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 integer.py:279(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 log.py:381(StatusMessageWatcher)
        2    0.000    0.000    0.000    0.000 config.py:715(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 resample.py:2359(TimeGrouper)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 html.py:585(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 core.py:1352(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 info.py:430(_DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        9    0.000    0.000    0.000    0.000 config.py:897(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        3    0.000    0.000    0.000    0.000 __init__.py:637(path)
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:33(ArrowParserWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 info.py:609(_DataFrameTableBuilder)
        3    0.000    0.000    0.000    0.000 message.py:341(set_payload)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:678(_TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 timedeltas.py:50(TimedeltaIndex)
        5    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 fixtures.py:713(SubRequest)
        1    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 accessor.py:278(SparseFrameAccessor)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:462(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
       12    0.000    0.000    0.000    0.000 extension.py:114(inherit_names)
        1    0.000    0.000    0.000    0.000 logging.py:140(PercentStyleMultiline)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 recwarn.py:259(WarningsChecker)
        1    0.000    0.000    0.000    0.000 ewm.py:126(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        1    0.000    0.000    0.000    0.000 fixtures.py:800(FixtureLookupError)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:558(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 format.py:1859(EngFormatter)
        4    0.000    0.000    0.000    0.000 timedeltas.py:89(_field_accessor)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:218(Condition)
       18    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 sysconfig.py:309(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 cookies.py:460(BaseCookie)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 apply.py:1478(SeriesApply)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:61(CParserWrapper)
        1    0.000    0.000    0.000    0.000 info.py:553(_TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 code.py:129(Frame)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        3    0.000    0.000    0.000    0.000 lexer.py:420(using)
        1    0.000    0.000    0.000    0.000 common.py:993(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 stata.py:849(StataParser)
       21    0.000    0.000    0.000    0.000 accessors.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        7    0.000    0.000    0.000    0.000 enum.py:1266(__hash__)
        6    0.000    0.000    0.000    0.000 typing.py:213(_should_unflatten_callable_args)
        1    0.000    0.000    0.000    0.000 log.py:484(StatusMessageWatcherSync)
        1    0.000    0.000    0.000    0.000 blocks.py:1869(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 capture.py:464(FDCaptureBase)
        1    0.000    0.000    0.000    0.000 expr.py:789(Expr)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
       22    0.000    0.000    0.000    0.000 enum.py:1410(<lambda>)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 case.py:1365(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 client.py:1526(IncompleteRead)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 pytables.py:4941(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 boolean.py:42(BooleanDtype)
        1    0.000    0.000    0.000    0.000 resample.py:2191(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 freeze_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 terminal.py:348(WarningReport)
        2    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
       28    0.000    0.000    0.000    0.000 __init__.py:194(version)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:24(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:231(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:239(Int32Dtype)
       13    0.000    0.000    0.000    0.000 accessor.py:148(delegate_names)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        1    0.000    0.000    0.000    0.000 integer.py:255(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 concat.py:301(JoinUnit)
        1    0.000    0.000    0.000    0.000 more.py:2925(seekable)
       22    0.000    0.000    0.000    0.000 function.py:53(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:796(_Processor)
        3    0.000    0.000    0.000    0.000 __init__.py:764(legacy_normalize)
        1    0.000    0.000    0.000    0.000 _json.py:354(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:150(KeywordMatcher)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:408(BaseStringArray)
        1    0.000    0.000    0.000    0.000 integer.py:271(UInt32Dtype)
       12    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        4    0.000    0.000    0.000    0.000 typing.py:407(_eval_type)
        1    0.000    0.000    0.000    0.000 accessors.py:33(ArrowAccessor)
        1    0.000    0.000    0.000    0.000 fixtures.py:671(TopRequest)
        1    0.000    0.000    0.000    0.000 task.py:66(TaskClient)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:432(NFPlugin)
        8    0.000    0.000    0.000    0.000 config.py:873(inner)
        1    0.000    0.000    0.000    0.000 threading.py:1550(_register_atexit)
        5    0.000    0.000    0.000    0.000 expr.py:125(_compose2)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2267(vectorize)
        1    0.000    0.000    0.000    0.000 integer.py:263(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 events.py:169(AbstractServer)
        1    0.000    0.000    0.000    0.000 reports.py:508(CollectErrorRepr)
        1    0.000    0.000    0.000    0.000 fixtures.py:960(FixtureDef)
        1    0.000    0.000    0.000    0.000 categorical.py:2848(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 task.py:334(TaskClientAsync)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
       19    0.000    0.000    0.000    0.000 lexer.py:491(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1789(__init__)
        1    0.000    0.000    0.000    0.000 cp860.py:9(Codec)
        1    0.000    0.000    0.000    0.000 format.py:1279(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 raises.py:382(AbstractRaises)
        1    0.000    0.000    0.000    0.000 threading.py:670(Barrier)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:337(__init__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:29(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 capture.py:337(NoCapture)
        1    0.000    0.000    0.000    0.000 python.py:745(Class)
        1    0.000    0.000    0.000    0.000 html.py:146(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 info.py:279(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 merge.py:2313(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 expression.py:310(Expression)
        1    0.000    0.000    0.000    0.000 models.py:254(CharsetMatches)
        1    0.000    0.000    0.000    0.000 pytables.py:4959(GenericTable)
        1    0.000    0.000    0.000    0.000 ewm.py:983(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:488(__exit__)
        1    0.000    0.000    0.000    0.000 unistring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1024(NoBufferPresent)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 path.py:203(Stat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1429(SubArrayFormat)
       13    0.000    0.000    0.000    0.000 mixins.py:37(_inplace_binary_method)
        2    0.000    0.000    0.000    0.000 core.py:6826(__setattr__)
        1    0.000    0.000    0.000    0.000 sql.py:924(SQLTable)
        1    0.000    0.000    0.000    0.000 argparsing.py:395(OptionGroup)
        1    0.000    0.000    0.000    0.000 more.py:3086(run_length)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        1    0.000    0.000    0.000    0.000 runner.py:164(TextTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:57(TestProgram)
        1    0.000    0.000    0.000    0.000 records.py:279(recarray)
        1    0.000    0.000    0.000    0.000 accessors.py:59(ListAccessor)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 unix_events.py:919(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 integer.py:247(Int64Dtype)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:301(LFPluginCollSkipfiles)
        1    0.000    0.000    0.000    0.000 config_init.py:296(is_terminal)
        1    0.000    0.000    0.000    0.000 recwarn.py:170(WarningsRecorder)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 threading.py:577(Event)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:51(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 python_parser.py:1493(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 case.py:283(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        3    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 base_events.py:207(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 winterm.py:28(WinTerm)
        1    0.000    0.000    0.000    0.000 key_value_store_collection.py:62(KeyValueStoreCollectionClientAsync)
        4    0.000    0.000    0.000    0.000 retry.py:253(<genexpr>)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        3    0.000    0.000    0.000    0.000 message.py:217(is_multipart)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:16(Codec)
        1    0.000    0.000    0.000    0.000 request.py:2165(FancyURLopener)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs_hk.getcodec}
        1    0.000    0.000    0.000    0.000 core.py:2649(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 python_api.py:229(ApproxMapping)
        1    0.000    0.000    0.000    0.000 log.py:281(StreamedLogSync)
        1    0.000    0.000    0.000    0.000 gzip.py:500(_GzipReader)
        5    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:1593(TextFileReader)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 indexing.py:154(IndexingMixin)
        1    0.000    0.000    0.000    0.000 main.py:524(Dir)
       20    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:227(MarkMatcher)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 logging.py:949(_LiveLoggingNullHandler)
        1    0.000    0.000    0.000    0.000 engines.py:48(AbstractEngine)
       14    0.000    0.000    0.000    0.000 functools.py:973(__set_name__)
        1    0.000    0.000    0.000    0.000 rolling.py:861(Window)
        1    0.000    0.000    0.000    0.000 accessor.py:61(PandasDelegate)
        1    0.000    0.000    0.000    0.000 log.py:202(StreamedLog)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        1    0.000    0.000    0.000    0.000 floating.py:181(Float64Dtype)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
        1    0.000    0.000    0.000    0.000 argparse.py:1083(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 __init__.py:234(cmdline)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 ops.py:208(Op)
        1    0.000    0.000    0.000    0.000 printing.py:543(_EastAsianTextAdjustment)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 main.py:487(FSHookProxy)
        1    0.000    0.000    0.000    0.000 parser.py:47(Position)
        1    0.000    0.000    0.000    0.000 events.py:106(TimerHandle)
        8    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        4    0.000    0.000    0.000    0.000 mixins.py:52(_unary_method)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 config.py:411(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
       28    0.000    0.000    0.000    0.000 lexer.py:353(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 client.py:61(_BaseApifyClient)
        9    0.000    0.000    0.000    0.000 typing.py:3047(<lambda>)
        4    0.000    0.000    0.000    0.000 structures.py:345(__init__)
        1    0.000    0.000    0.000    0.000 parquet.py:149(BaseImpl)
        1    0.000    0.000    0.000    0.000 ops.py:538(MathCall)
        1    0.000    0.000    0.000    0.000 _xlrd.py:22(XlrdReader)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:125(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 rolling.py:660(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 python.py:1166(Metafunc)
        1    0.000    0.000    0.000    0.000 structures.py:532(MarkGenerator)
        1    0.000    0.000    0.000    0.000 info.py:352(SeriesInfo)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 weakref.py:194(get)
        1    0.000    0.000    0.000    0.000 idna.py:226(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 more.py:5367(serialize)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 python_api.py:50(ApproxBase)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 main.py:43(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 ewm.py:1017(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 base.py:2935(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 accessor.py:43(SparseAccessor)
        1    0.000    0.000    0.000    0.000 __init__.py:718(NameHighlightFilter)
        2    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:549(__init__)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:1344(ReprEntry)
       16    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 pytables.py:4770(AppendableFrameTable)
        9    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 cp775.py:9(Codec)
        1    0.000    0.000    0.000    0.000 base.py:84(PandasObject)
        1    0.000    0.000    0.000    0.000 more.py:3999(callback_iter)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 warning_types.py:65(PytestExperimentalApiWarning)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 extension.py:139(ExtensionIndex)
       22    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        1    0.000    0.000    0.000    0.000 reports.py:305(TestReport)
        1    0.000    0.000    0.000    0.000 core.py:6528(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:328(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 client.py:1474(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 lexer.py:764(LexerContext)
        1    0.000    0.000    0.000    0.000 typing.py:1799(_caller)
        1    0.000    0.000    0.000    0.000 capture.py:628(MultiCapture)
        7    0.000    0.000    0.000    0.000 _decorators.py:440(__init__)
        1    0.000    0.000    0.000    0.000 actor_collection.py:13(ActorCollectionClient)
        1    0.000    0.000    0.000    0.000 resample.py:2068(DatetimeIndexResampler)
        1    0.000    0.000    0.000    0.000 _typing.py:262(BaseBuffer)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 cp869.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 pytables.py:70(Term)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        1    0.000    0.000    0.000    0.000 tarfile.py:606(_FileInFile)
        6    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 cp1258.py:9(Codec)
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 core.py:943(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        3    0.000    0.000    0.000    0.000 parser.py:75(has_next)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1455(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        9    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        3    0.000    0.000    0.000    0.000 __init__.py:907(<genexpr>)
