         564678 function calls (551003 primitive calls) in 1.105 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 six.py:887(wrapper)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:2759(MaskedArray)
       57    0.000    0.000    0.000    0.000 recipes.py:861(iter_index)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp856.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expression.py:51(TokenType)
        1    0.000    0.000    0.000    0.000 datetimes.py:116(DatetimeIndex)
       28    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 kz1048.py:1(<module>)
       83    0.000    0.000    0.000    0.000 message.py:521(set_raw)
        1    0.000    0.000    0.000    0.000 cp1026.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1253.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:196(MultiIndex)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 koi8_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 consts.py:7(ActorJobStatus)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1257.py:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:494(ExceptionInfo)
        1    0.000    0.000    0.000    0.000 base_client.py:1(<module>)
       24    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        1    0.000    0.000    0.000    0.000 functools.py:777(_find_impl)
       47    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 koi8_u.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.000    0.000 cp1250.py:28(StreamReader)
        2    0.000    0.000    0.000    0.000 sysconfig.py:110(_getuserbase)
       22    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
       19    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        5    0.000    0.000    0.000    0.000 tokenize.py:360(detect_encoding)
        9    0.000    0.000    0.000    0.000 main.py:314(_walk_to_root)
      154    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_iso2022.getcodec}
        1    0.000    0.000    0.000    0.000 pytables.py:3510(Table)
      220    0.000    0.000    0.000    0.000 typing.py:1634(__eq__)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(ParseError)
        1    0.000    0.000    0.000    0.000 datetimes.py:175(DatetimeArray)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 structures.py:390(__call__)
        1    0.000    0.000    0.000    0.000 parsing.py:138(ParseState)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:188(SeriesGroupBy)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:27(DlpackDeviceType)
       18    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
       29    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       39    0.000    0.000    0.000    0.000 inspect.py:1832(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 consts.py:319(MetaOrigin)
       62    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       15    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 categorical.py:125(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
      219    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:97(SymbolFilter)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       92    0.000    0.000    0.000    0.000 accessor.py:153(<lambda>)
       12    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:735(_compose_mro)
      139    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
       48    0.000    0.000    0.000    0.000 _hooks.py:263(setattr_hookimpl_opts)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:97(ExitCode)
        8    0.000    0.000    0.000    0.000 _compiler.py:396(_bytes_to_codes)
        9    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:234(_init)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
      170    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 masked.py:122(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:809(_sanity_check)
        1    0.000    0.000    0.000    0.000 blocks.py:138(Block)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 message.py:249(get_payload)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3193(view)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
      127    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      144    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        2    0.000    0.000    0.000    0.000 __init__.py:331(_compile_template)
       21    0.000    0.000    0.000    0.000 overrides.py:25(get_array_function_like_doc)
        6    0.000    0.000    0.000    0.000 nanops.py:105(__call__)
      142    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        3    0.000    0.000    0.000    0.000 _mapping.py:1(<module>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
       48    0.000    0.000    0.000    0.000 _hooks.py:202(__call__)
        1    0.000    0.000    0.000    0.000 groupby.py:998(GroupBy)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 path.py:173(FNMatcher)
        1    0.000    0.000    0.000    0.000 config.py:406(DictWrapper)
        1    0.000    0.000    0.000    0.000 variables.py:18(Atom)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
      274    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
       19    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
      125    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
       27    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
      214    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      114    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
       76    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 __init__.py:890(hugepage_setup)
      163    0.000    0.000    0.000    0.000 _decorators.py:319(<lambda>)
      7/1    0.000    0.000    0.000    0.000 functools.py:690(_c3_mro)
       48    0.000    0.000    0.000    0.000 typing.py:2344(get_origin)
       41    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
       68    0.000    0.000    0.000    0.000 enum.py:202(__get__)
       23    0.000    0.000    0.000    0.000 config.py:880(is_one_of_factory)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._populate_finfo_constants}
        1    0.000    0.000    0.000    0.000 _core.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nanops.py:77(__call__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 col.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _strptime.py:27(_getlang)
      428    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       16    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 mixins.py:60(NDArrayOperatorsMixin)
       76    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        2    0.000    0.000    0.000    0.000 core.py:3040(__array_finalize__)
      230    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      160    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        6    0.000    0.000    0.000    0.000 main.py:468(_is_file_or_fifo)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.000    0.000 sysconfig.py:119(joinuser)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       35    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
      254    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        1    0.000    0.000    0.000    0.000 _linalg.py:100(SVDResult)
       82    0.000    0.000    0.000    0.000 token.py:24(__init__)
        4    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 main.py:576(Session)
       53    0.000    0.000    0.000    0.000 accessor.py:81(forbid_nonstring_types)
       32    0.000    0.000    0.000    0.000 enum.py:1393(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 indexing.py:1230(_LocIndexer)
        1    0.000    0.000    0.000    0.000 base.py:114(ExtensionArray)
        1    0.000    0.000    0.000    0.000 cached_api_client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resample.py:119(Resampler)
      186    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 core.py:2872(__new__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      313    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        3    0.000    0.000    0.000    0.000 random.py:126(__init__)
       64    0.000    0.000    0.000    0.000 common.py:30(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:71(ColumnNullType)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        5    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
       14    0.000    0.000    0.000    0.000 <frozen posixpath>:405(abspath)
        1    0.000    0.000    0.000    0.000 parser.py:69(Reader)
       79    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        3    0.000    0.000    0.000    0.000 _decorators.py:177(_deprecate_kwarg)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
      282    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 locale.py:582(getlocale)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        5    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       28    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:21(IncrementalDecoder)
       50    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:943(SSLSocket)
       72    0.000    0.000    0.000    0.000 config.py:809(wrap)
        1    0.000    0.000    0.000    0.000 _globals.py:66(_CopyMode)
        2    0.000    0.000    0.000    0.000 config.py:143(get_option)
        2    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:332(f)
       29    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 __init__.py:401(discover)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminal.py:377(TerminalReporter)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 consts.py:354(StorageGeneralAccess)
        1    0.000    0.000    0.000    0.000 pytester.py:648(Pytester)
        1    0.000    0.000    0.000    0.000 logging.py:641(LoggingPlugin)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
       24    0.000    0.000    0.000    0.000 inspect.py:2164(_signature_is_functionlike)
      148    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 capture.py:729(CaptureManager)
      288    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        4    0.000    0.000    0.000    0.000 nanops.py:451(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 consts.py:49(ActorSourceType)
        1    0.000    0.000    0.000    0.000 base_events.py:408(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
        3    0.000    0.000    0.000    0.000 main.py:32(with_warn_for_invalid_lines)
        1    0.000    0.000    0.000    0.000 pathlib.py:472(ImportMode)
       21    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
        1    0.000    0.000    0.000    0.000 ops.py:106(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
       19    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
        3    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
       22    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       39    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        3    0.000    0.000    0.000    0.000 main.py:22(_load_dotenv_disabled)
        1    0.000    0.000    0.000    0.000 consts.py:69(ActorEventTypes)
      148    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       72    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1700(SparseDtype)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1097(_nanminmax)
        1    0.000    0.000    0.000    0.000 python.py:832(CythonLexer)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 random.py:135(seed)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
      110    0.000    0.000    0.000    0.000 __init__.py:17(set_module)
        3    0.000    0.000    0.000    0.000 parser.py:179(parse_stream)
        2    0.000    0.000    0.000    0.000 numeric.py:170(ones)
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
      113    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        1    0.000    0.000    0.000    0.000 legacypath.py:296(LegacyTmpdirPlugin)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
      176    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        9    0.000    0.000    0.000    0.000 overrides.py:30(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:87(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        3    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
       39    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        2    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
        7    0.000    0.000    0.000    0.000 config.py:855(is_instance_factory)
        1    0.000    0.000    0.000    0.000 consts.py:373(RunGeneralAccess)
        1    0.000    0.000    0.000    0.000 terminal.py:1677(TerminalProgressPlugin)
        2    0.000    0.000    0.000    0.000 functools.py:803(singledispatch)
        1    0.000    0.000    0.000    0.000 fixtures.py:362(FixtureRequest)
       39    0.000    0.000    0.000    0.000 _decorators.py:480(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       45    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
        1    0.000    0.000    0.000    0.000 floating.py:173(Float32Dtype)
       87    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        6    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        3    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 _tzpath.py:5(_reset_tzpath)
        1    0.000    0.000    0.000    0.000 iceberg.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nanops.py:386(_datetimelike_compat)
       10    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        4    0.000    0.000    0.000    0.000 missing.py:876(_datetimelike_compat)
       18    0.000    0.000    0.000    0.000 base.py:487(register_extension_dtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:1378(construct_from_string)
      328    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.000    0.000 typing.py:2219(get_type_hints)
        1    0.000    0.000    0.000    0.000 client.py:257(HTTPResponse)
        4    0.000    0.000    0.000    0.000 datetimelike.py:175(_period_dispatch)
        6    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:491(__call__)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 managers.py:143(BaseBlockManager)
       21    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
       15    0.000    0.000    0.000    0.000 dtypes.py:1119(construct_from_string)
      246    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 string_arrow.py:85(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 pathlib.py:583(name)
        1    0.000    0.000    0.000    0.000 logging.py:403(LogCaptureFixture)
        1    0.000    0.000    0.000    0.000 core.py:6753(__array_finalize__)
       57    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 legacypath.py:253(LegacyTestdirPlugin)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        3    0.000    0.000    0.000    0.000 _mixins.py:74(ravel_compat)
       10    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 consts.py:263(ActorExitCodes)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1510(setLevel)
        1    0.000    0.000    0.000    0.000 _linalg.py:84(EigResult)
        7    0.000    0.000    0.000    0.000 _decorators.py:446(__call__)
        4    0.000    0.000    0.000    0.000 typing.py:2145(runtime_checkable)
        1    0.000    0.000    0.000    0.000 tarfile.py:866(TarInfo)
       15    0.000    0.000    0.000    0.000 dtypes.py:871(construct_from_string)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        1    0.000    0.000    0.000    0.000 raises.py:731(RaisesGroup)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
       70    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
        1    0.000    0.000    0.000    0.000 base.py:268(IndexOpsMixin)
        6    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:869(FrameApply)
       35    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        2    0.000    0.000    0.000    0.000 structures.py:370(with_args)
      183    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
       69    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 webhook.py:172(WebhookClientAsync)
        7    0.000    0.000    0.000    0.000 enum.py:1187(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
       48    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       13    0.000    0.000    0.000    0.000 mixins.py:45(_numeric_methods)
        1    0.000    0.000    0.000    0.000 scope.py:27(DeepChainMap)
        1    0.000    0.000    0.000    0.000 consts.py:389(ActorPermissionLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        4    0.000    0.000    0.000    0.000 core.py:1185(__init__)
      123    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _linalg.py:88(EighResult)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(StringConverter)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      183    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        3    0.000    0.000    0.000    0.000 parser.py:70(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1894(_split_scope_id)
        1    0.000    0.000    0.000    0.000 legacypath.py:41(Testdir)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 groupby.py:447(BaseGroupBy)
        1    0.000    0.000    0.000    0.000 ops.py:572(BaseGrouper)
      133    0.000    0.000    0.000    0.000 expr.py:204(<genexpr>)
        1    0.000    0.000    0.000    0.000 structures.py:44(_HiddenParam)
        1    0.000    0.000    0.000    0.000 groupby.py:412(GroupByPlot)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:450(validate)
      170    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:980(system)
       87    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 bdb.py:18(Bdb)
        2    0.000    0.000    0.000    0.000 structures.py:456(store_mark)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 nodes.py:128(Node)
        9    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       37    0.000    0.000    0.000    0.000 getlimits.py:436(max)
        7    0.000    0.000    0.000    0.000 functools.py:663(_c3_merge)
        1    0.000    0.000    0.000    0.000 numpy_.py:60(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 __init__.py:1465(_clear_cache)
        1    0.000    0.000    0.000    0.000 models.py:642(Response)
        1    0.000    0.000    0.000    0.000 interval.py:143(IntervalIndex)
      247    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       14    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
