         513935 function calls (501521 primitive calls) in 1.434 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:268(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
      120    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.011    0.011 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:60(finfo)
       23    0.000    0.000    0.009    0.000 overrides.py:184(decorator)
      154    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
      206    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       71    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       15    0.000    0.000    0.000    0.000 dtypes.py:871(construct_from_string)
       24    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        3    0.000    0.000    0.001    0.000 _optional.py:107(import_optional_dependency)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       32    0.000    0.000    0.000    0.000 __init__.py:757(normalize)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:889(uname)
        1    0.000    0.000    0.001    0.001 main.py:42(DotEnv)
        1    0.000    0.000    0.000    0.000 core.py:6735(__new__)
        1    0.000    0.000    0.000    0.000 _linalg.py:100(SVDResult)
        1    0.000    0.000    0.000    0.000 cache_manager.py:10(CacheManager)
        1    0.000    0.000    0.009    0.009 initialise.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _strptime.py:173(__init__)
        6    0.000    0.000    0.001    0.000 _strptime.py:238(pattern)
        1    0.000    0.000    0.000    0.000 groupby.py:447(BaseGroupBy)
       61    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      125    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 actor.py:545(ActorClientAsync)
        3    0.000    0.000    0.000    0.000 __init__.py:221(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:1119(construct_from_string)
      263    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        2    0.000    0.000    0.031    0.016 parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.001    0.001 dtypes.py:717(DatetimeTZDtype)
        1    0.000    0.000    0.007    0.007 consts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
       28    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 cp860.py:1(<module>)
       33    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 _linalg.py:84(EigResult)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:572(BaseGrouper)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1840(TimelikeOps)
       13    0.000    0.000    0.000    0.000 mixins.py:37(_inplace_binary_method)
        1    0.000    0.000    0.068    0.068 _http_client.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 expr.py:346(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.004    0.004 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimized_data_processor.py:9(OptimizedDataProcessor)
        1    0.000    0.000    0.000    0.000 cp037.py:9(Codec)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.052    0.052 _arraypad_impl.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _logging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1125.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:469(__new__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        2    0.000    0.000    0.003    0.001 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1615(SQLDatabase)
       13    0.000    0.000    0.000    0.000 mixins.py:45(_numeric_methods)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
        3    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp857.py:1(<module>)
        1    0.000    0.000    0.001    0.001 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 apply.py:869(FrameApply)
        1    0.000    0.000    0.000    0.000 pytables.py:496(HDFStore)
        1    0.000    0.000    0.000    0.000 cp861.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:217(Version)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1185(_add_slots)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
        1    0.000    0.000    0.006    0.006 testing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:88(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       23    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp862.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp864.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp852.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _decorators.py:177(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 cp858.py:1(<module>)
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        3    0.000    0.000    0.000    0.000 __init__.py:401(discover)
       28    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:790(_search_paths)
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        3    0.000    0.000    0.009    0.003 __init__.py:436(metadata)
        3    0.000    0.000    0.000    0.000 __init__.py:777(find_distributions)
        1    0.000    0.000    0.000    0.000 cp775.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:753(_LocationIndexer)
       18    0.000    0.000    0.000    0.000 base.py:487(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        3    0.000    0.000    0.005    0.002 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 cp865.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1021(StataReader)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1994(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 cp737.py:1(<module>)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.000    0.000 cp863.py:1(<module>)
        1    0.000    0.000    0.002    0.002 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:692(_Options)
        1    0.000    0.000    0.000    0.000 cp855.py:1(<module>)
        1    0.000    0.000    0.008    0.008 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp866.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:165(SelectionMixin)
        1    0.000    0.000    0.031    0.031 actor.py:1(<module>)
       57    0.000    0.000    0.000    0.000 recipes.py:866(iter_index)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 models.py:642(Response)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 merge.py:938(_MergeOperation)
        1    0.000    0.000    0.000    0.000 info.py:891(_SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 request_queue.py:48(RequestQueueClient)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        1    0.000    0.000    0.000    0.000 client.py:257(HTTPResponse)
       59    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 datetimelike.py:551(DatetimeTimedeltaMixin)
       27    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
      136    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       93    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 base.py:45(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        9    0.000    0.000    0.003    0.000 feedparser.py:176(_call_parse)
        1    0.000    0.000    0.000    0.000 expanding.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
        1    0.000    0.000    0.000    0.000 cp850.py:1(<module>)
        1    0.000    0.000    0.002    0.002 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp869.py:1(<module>)
        8    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
       87    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        2    0.000    0.000    0.000    0.000 core.py:3015(_update_from)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
   117/46    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:31(ArrowStringArrayMixin)
        1    0.000    0.000    0.002    0.002 _parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1506(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
      190    0.000    0.000    0.000    0.000 expr.py:191(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        2    0.000    0.000    0.000    0.000 numeric.py:170(ones)
        1    0.000    0.000    0.002    0.002 _common.py:107(from_package)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
      240    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 grouper.py:412(Grouping)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 models.py:12(CharsetMatch)
        1    0.000    0.000    0.053    0.053 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:116(BaseWindow)
        1    0.000    0.000    0.000    0.000 stata.py:2377(StataWriter)
    24/22    0.000    0.000    0.000    0.000 ast.py:403(visit)
        4    0.000    0.000    0.000    0.000 nanops.py:386(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
       38    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        2    0.000    0.000    0.000    0.000 core.py:3040(__array_finalize__)
        1    0.000    0.000    0.000    0.000 numeric.py:48(NumericDtype)
        1    0.000    0.000    0.000    0.000 request.py:1252(AbstractHTTPHandler)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
      163    0.000    0.000    0.000    0.000 _decorators.py:319(<lambda>)
      114    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       64    0.000    0.000    0.001    0.000 common.py:43(wrapper)
      328    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       35    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
       43    0.000    0.000    0.006    0.000 typing.py:1261(__or__)
        1    0.000    0.000    0.000    0.000 __init__.py:1282(ZipFile)
        1    0.000    0.000    0.000    0.000 dataset.py:644(DatasetClientAsync)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
      133    0.000    0.000    0.000    0.000 expr.py:204(<genexpr>)
        1    0.000    0.000    0.136    0.136 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 ops.py:76(Term)
        3    0.000    0.000    0.000    0.000 __init__.py:750(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       20    0.000    0.000    0.000    0.000 mixins.py:17(_binary_method)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        1    0.000    0.000    0.000    0.000 cookies.py:458(BaseCookie)
        1    0.000    0.000    0.001    0.001 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2133(IndexCol)
        5    0.000    0.000    0.000    0.000 inspect.py:2259(RewriteSymbolics)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        4    0.000    0.000    0.000    0.000 core.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 _core.py:772(PlotAccessor)
        1    0.000    0.000    0.031    0.031 numpy_.py:1(<module>)
        1    0.000    0.000    0.004    0.004 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        6    0.000    0.000    0.001    0.000 dataclasses.py:627(_repr_fn)
        1    0.000    0.000    0.000    0.000 client.py:118(ApifyClient)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1271(fields)
       10    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:1962(Rolling)
       21    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
       29    0.000    0.000    0.000    0.000 __init__.py:675(joinpath)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 indexing.py:1230(_LocIndexer)
        1    0.000    0.000    0.000    0.000 request_queue.py:428(RequestQueueClientAsync)
        1    0.000    0.000    0.000    0.000 more.py:2235(numeric_range)
        4    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 expanding.py:42(Expanding)
        3    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
       21    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        6    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       23    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1097(_nanminmax)
       52    0.000    0.000    0.000    0.000 calendar.py:102(__getitem__)
        3    0.000    0.000    0.001    0.000 __init__.py:811(read_text)
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 rolling.py:1521(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 html.py:585(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 apply.py:225(Apply)
      125    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 blocks.py:1609(EABackedBlock)
       21    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 stata.py:3368(StataWriter117)
        1    0.000    0.000    0.000    0.000 concat.py:301(JoinUnit)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
        1    0.000    0.000    0.011    0.011 eval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:856(JsonReader)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.017    0.017 describe.py:1(<module>)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 common.py:1018(_BytesTarFile)
       13    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 core.py:6725(MaskedConstant)
        1    0.000    0.000    0.000    0.000 base.py:2872(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 events.py:106(TimerHandle)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:553(_TableBuilderAbstract)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 variables.py:29(Literal)
        5    0.000    0.000    0.003    0.001 inspect.py:2350(_signature_from_builtin)
       83    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        1    0.000    0.000    0.000    0.000 threading.py:1548(_register_atexit)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:386(errstate)
       14    0.000    0.000    0.000    0.000 mixins.py:27(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _char_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       96    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
        1    0.000    0.000    0.001    0.001 _mixins.py:94(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
       23    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        3    0.000    0.000    0.001    0.000 main.py:383(load_dotenv)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       27    0.000    0.000    0.000    0.000 <frozen posixpath>:405(normpath)
        1    0.000    0.000    0.000    0.000 request.py:2150(FancyURLopener)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 task_collection.py:13(TaskCollectionClient)
        1    0.000    0.000    0.000    0.000 connectionpool.py:963(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 actor_version.py:130(ActorVersionClientAsync)
        1    0.000    0.000    0.000    0.000 task.py:66(TaskClient)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
       26    0.000    0.000    0.000    0.000 core.py:961(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
       23    0.000    0.000    0.000    0.000 expr.py:302(_op_maker)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _odswriter.py:33(ODSWriter)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 key_value_store.py:30(KeyValueStoreClient)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:9(Codec)
       87    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 rolling.py:3457(RollingGroupby)
       20    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 info.py:678(_TableBuilderVerboseMixin)
        7    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 categorical.py:2848(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 multi.py:177(names_compat)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f6fabc07f60}
        1    0.000    0.000    0.000    0.000 pytables.py:4770(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 client.py:313(ApifyClientAsync)
        1    0.000    0.000    0.002    0.002 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 format.py:189(SeriesFormatter)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 pytables.py:2769(DataIndexableCol)
        2    0.000    0.000    0.001    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:21(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 task_collection.py:110(TaskCollectionClientAsync)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1366(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:13(_NestedSequence)
        1    0.000    0.000    0.000    0.000 accessor.py:61(PandasDelegate)
        1    0.000    0.000    0.000    0.000 tarfile.py:331(_Stream)
        1    0.000    0.000    0.000    0.000 info.py:609(_DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 sql.py:924(SQLTable)
        1    0.000    0.000    0.000    0.000 winterm.py:28(WinTerm)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 arraylike.py:33(OpsMixin)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
       13    0.000    0.000    0.002    0.000 accessor.py:188(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.042    0.042 _base_connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.006    0.006 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:67(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 ops.py:333(BinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2448(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 accessors.py:237(StructAccessor)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 selector_events.py:769(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 apply.py:1478(SeriesApply)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.000    0.000 sql.py:2499(SQLiteTable)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.001    0.001 _decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:101(NDFrameDescriberAbstract)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        5    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(ReadError)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2267(vectorize)
        1    0.000    0.000    0.013    0.013 request_queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1140.py:17(IncrementalEncoder)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        3    0.000    0.000    0.006    0.002 __init__.py:31(message_from_string)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
